changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.17980965982550054
0.01,1.0,additive,0.17982769906693752
0.01,5.0,additive,0.18009403622175008
0.01,5.0,multiplicative,0.18231047424288516
0.01,10.0,multiplicative,0.1823869612312683
0.01,1.0,multiplicative,0.18241111080752043
0.05,10.0,multiplicative,0.18349273107784947
0.05,1.0,multiplicative,0.18364614548113373
0.05,5.0,multiplicative,0.18370683670842886
0.05,5.0,additive,0.1844278220407098
0.05,1.0,additive,0.18446133171281512
0.05,10.0,additive,0.18461293182809402
0.1,1.0,additive,0.18482094649002537
0.1,5.0,additive,0.18494837584308943
0.1,10.0,additive,0.18500143750930867
0.1,5.0,multiplicative,0.18508808554110673
0.1,10.0,multiplicative,0.18510431950053
0.1,1.0,multiplicative,0.18530055520949323
