changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.18627086677073917
0.01,5.0,additive,0.18628544458221535
0.01,1.0,additive,0.1864579823825709
0.01,5.0,multiplicative,0.189130389492226
0.01,1.0,multiplicative,0.19004966875531148
0.01,10.0,multiplicative,0.19056526399392526
0.05,5.0,multiplicative,0.20167750010723062
0.05,10.0,multiplicative,0.20341040279053663
0.05,1.0,multiplicative,0.2077947139094367
0.05,1.0,additive,0.22171402418510142
0.1,10.0,additive,0.23902255611403384
0.05,10.0,additive,0.24623873725057827
0.05,5.0,additive,0.24866036024207397
0.1,1.0,additive,0.258506072235129
0.1,10.0,multiplicative,0.2588922834975137
0.1,5.0,additive,0.26648931507679213
0.1,1.0,multiplicative,0.2678177964421635
0.1,5.0,multiplicative,0.26899712460174713
