changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.13181189475423458
0.05,1.0,multiplicative,0.13222244426858387
0.1,1.0,multiplicative,0.1401951115292897
0.1,10.0,multiplicative,0.1501519422404814
0.01,10.0,multiplicative,0.15327752499196373
0.01,5.0,multiplicative,0.15354803087640181
0.01,1.0,multiplicative,0.15409909334110214
0.1,5.0,multiplicative,0.15422993327228995
0.01,1.0,additive,0.16293452786647078
0.01,5.0,additive,0.1633864965188101
0.01,10.0,additive,0.16364967393758836
0.05,5.0,multiplicative,0.16660717861388205
0.05,1.0,additive,0.17155037328858302
0.05,10.0,additive,0.17260161805035987
0.05,5.0,additive,0.1730242467283842
0.1,5.0,additive,0.18808818817996567
0.1,1.0,additive,0.18907391495816037
0.1,10.0,additive,0.1901289620687888
