changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1851860068560712
0.01,10.0,additive,0.18524037076811703
0.01,1.0,additive,0.18587062747900476
0.05,10.0,additive,0.1955177509513757
0.05,1.0,additive,0.19579744853500322
0.01,1.0,multiplicative,0.19909822832207852
0.01,5.0,multiplicative,0.1991748408973122
0.01,10.0,multiplicative,0.1996740139229028
0.1,10.0,multiplicative,0.21119521720881443
0.05,10.0,multiplicative,0.21234913562028518
0.05,1.0,multiplicative,0.2137666652556379
0.05,5.0,multiplicative,0.2138886339154811
0.1,1.0,multiplicative,0.21578199449303093
0.1,5.0,multiplicative,0.2211712371442147
0.05,5.0,additive,0.22416140763490838
0.1,10.0,additive,0.22416651524599238
0.1,1.0,additive,0.22848586702221832
0.1,5.0,additive,0.23922812467587898
