changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.1811636643161958
0.01,1.0,additive,0.18117550344695224
0.01,5.0,additive,0.1811849993171391
0.01,1.0,multiplicative,0.18397246069191403
0.05,1.0,multiplicative,0.18419152498244729
0.05,5.0,multiplicative,0.18506471971225247
0.01,10.0,multiplicative,0.18524874505547795
0.01,5.0,multiplicative,0.1853885205786721
0.1,10.0,multiplicative,0.185435429566656
0.1,1.0,multiplicative,0.1854933307128638
0.05,10.0,multiplicative,0.18558357154017274
0.1,5.0,multiplicative,0.18560070454774671
0.05,10.0,additive,0.18646476162258577
0.1,5.0,additive,0.18740404747000705
0.05,1.0,additive,0.18802669909168823
0.05,5.0,additive,0.18806432111786162
0.1,10.0,additive,0.1888397460589709
0.1,1.0,additive,0.20556467343342827
