changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19098450806611963
0.01,10.0,additive,0.1911094733988202
0.01,1.0,additive,0.19119782934033439
0.01,10.0,multiplicative,0.19791368364747194
0.01,1.0,multiplicative,0.19808923397369083
0.01,5.0,multiplicative,0.19821352362785524
0.05,10.0,multiplicative,0.198339267595154
0.05,1.0,additive,0.19959477370230122
0.05,5.0,additive,0.19963009923001385
0.05,1.0,multiplicative,0.2002021233352099
0.05,10.0,additive,0.20021655432490232
0.05,5.0,multiplicative,0.2004719987525274
0.1,10.0,additive,0.20692121810029437
0.1,5.0,additive,0.20965269025854374
0.1,1.0,multiplicative,0.21597960801421506
0.1,5.0,multiplicative,0.2181159924967843
0.1,1.0,additive,0.2186359365082854
0.1,10.0,multiplicative,0.2216801038800568
