changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1906751003033974
0.01,10.0,additive,0.1916659959923791
0.01,1.0,additive,0.1920302885857368
0.05,5.0,multiplicative,0.19796459603680455
0.05,10.0,multiplicative,0.19807346326366318
0.05,1.0,multiplicative,0.19986754747068983
0.05,5.0,additive,0.2003058516727337
0.05,1.0,additive,0.20170578683355547
0.05,10.0,additive,0.20271238413457546
0.1,10.0,multiplicative,0.2061852953556308
0.1,1.0,multiplicative,0.20674930308294578
0.1,5.0,multiplicative,0.2073669260614325
0.01,5.0,multiplicative,0.20848745266517
0.01,10.0,multiplicative,0.2085955494112475
0.01,1.0,multiplicative,0.20860128707360293
0.1,10.0,additive,0.20905242041354405
0.1,5.0,additive,0.20957571373366912
0.1,1.0,additive,0.2129659649121442
