changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10730292952962457
0.01,10.0,multiplicative,0.10731315211429344
0.01,1.0,multiplicative,0.1073578691569863
0.1,5.0,multiplicative,0.1081825596069245
0.01,10.0,additive,0.10820916729980211
0.1,10.0,multiplicative,0.10824740405260169
0.01,1.0,additive,0.10825469290558017
0.01,5.0,additive,0.10825706402022305
0.1,1.0,multiplicative,0.10825998622081343
0.05,1.0,multiplicative,0.10826995243925253
0.05,10.0,multiplicative,0.10830318276589594
0.05,5.0,multiplicative,0.10844661722725361
0.05,1.0,additive,0.10918412747265098
0.05,10.0,additive,0.10923180320872516
0.05,5.0,additive,0.10925447678016312
0.1,5.0,additive,0.10947116955306037
0.1,10.0,additive,0.10947817794426316
0.1,1.0,additive,0.10959605971908071
