changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.18044291958750897
0.01,5.0,additive,0.18046719853643042
0.01,1.0,additive,0.18102352415745163
0.01,1.0,multiplicative,0.1930141772569554
0.01,5.0,multiplicative,0.19305509587324574
0.01,10.0,multiplicative,0.19330121827537936
0.05,5.0,multiplicative,0.19987382670641302
0.05,10.0,multiplicative,0.20427322439539444
0.05,1.0,multiplicative,0.21330627187106704
0.05,1.0,additive,0.25499879406538983
0.1,10.0,additive,0.29161520646534306
0.05,10.0,additive,0.3065757745837851
0.1,10.0,multiplicative,0.31293736349421014
0.05,5.0,additive,0.3139750285821791
0.1,1.0,additive,0.3303877097231517
0.1,1.0,multiplicative,0.3314541813737591
0.1,5.0,multiplicative,0.33341720306146255
0.1,5.0,additive,0.336320304111317
