changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08107936388439288
0.05,5.0,multiplicative,0.08112266927983708
0.05,1.0,multiplicative,0.08112931392096756
0.1,1.0,multiplicative,0.08132927133365077
0.1,10.0,multiplicative,0.08134434085348732
0.1,5.0,multiplicative,0.08135783578729691
0.01,10.0,multiplicative,0.08145860541128093
0.01,5.0,multiplicative,0.08146125872183738
0.01,1.0,multiplicative,0.08146388062820384
0.1,5.0,additive,0.08316233014743526
0.1,1.0,additive,0.08316326571158116
0.1,10.0,additive,0.08317050457106587
0.05,1.0,additive,0.08329242119653145
0.05,10.0,additive,0.08332390388947142
0.05,5.0,additive,0.08338037174787202
0.01,10.0,additive,0.08353146735584463
0.01,5.0,additive,0.08355366769256561
0.01,1.0,additive,0.08357331332967147
