changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19030863486308433
0.01,10.0,additive,0.1905904307503275
0.01,1.0,additive,0.19079820863293923
0.05,5.0,multiplicative,0.1981388265720733
0.05,1.0,multiplicative,0.198668994215533
0.01,10.0,multiplicative,0.19889709496677155
0.01,5.0,multiplicative,0.19906080026863782
0.01,1.0,multiplicative,0.19913748491816333
0.05,10.0,multiplicative,0.19945215093938798
0.05,1.0,additive,0.21367828291880991
0.05,5.0,additive,0.22043578015700316
0.05,10.0,additive,0.22750240564714933
0.1,5.0,additive,0.22942297854706148
0.1,10.0,additive,0.23002176000076618
0.1,1.0,multiplicative,0.2399353675266313
0.1,1.0,additive,0.24344761576396118
0.1,5.0,multiplicative,0.2479311325954808
0.1,10.0,multiplicative,0.24861103224964787
