changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.10692800116503139
0.01,1.0,multiplicative,0.10696176557992938
0.01,5.0,multiplicative,0.10702850436385192
0.01,5.0,additive,0.10723848925710963
0.01,1.0,additive,0.10724800854803446
0.01,10.0,additive,0.1072602284842155
0.05,10.0,multiplicative,0.10779736654613535
0.05,1.0,additive,0.1080470984607179
0.05,5.0,additive,0.10812112070156284
0.05,10.0,additive,0.1083664618826512
0.05,1.0,multiplicative,0.10864555968444825
0.05,5.0,multiplicative,0.1088054226228155
0.1,10.0,multiplicative,0.10892670764955298
0.1,1.0,multiplicative,0.10905492339160781
0.1,5.0,multiplicative,0.10924707104025541
0.1,1.0,additive,0.10960760144072396
0.1,5.0,additive,0.10974691310341297
0.1,10.0,additive,0.10978869145620024
