changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.17312654128524188
0.01,1.0,additive,0.17317461310721763
0.01,5.0,additive,0.17391388224156443
0.1,10.0,multiplicative,0.17931739511973657
0.1,1.0,multiplicative,0.17951886976720535
0.1,5.0,multiplicative,0.1795342523683853
0.1,1.0,additive,0.1795779544150217
0.1,5.0,additive,0.17963562785832576
0.1,10.0,additive,0.17975974507315637
0.05,5.0,additive,0.17995107642655367
0.05,1.0,additive,0.1799672123002452
0.05,10.0,additive,0.18006693864490977
0.01,5.0,multiplicative,0.18014682640187418
0.01,1.0,multiplicative,0.1814817147168793
0.05,5.0,multiplicative,0.18169020850729864
0.05,1.0,multiplicative,0.18170571011999195
0.01,10.0,multiplicative,0.18182236049145847
0.05,10.0,multiplicative,0.1820616740614426
