changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08328069145687204
0.05,1.0,multiplicative,0.08332013171650841
0.05,5.0,multiplicative,0.0833205884867976
0.1,1.0,multiplicative,0.0834928607620928
0.1,10.0,multiplicative,0.08350178657574137
0.1,5.0,multiplicative,0.08351707247257567
0.01,10.0,multiplicative,0.08363614127796655
0.01,1.0,multiplicative,0.08364379452997717
0.01,5.0,multiplicative,0.08366124098012845
0.1,1.0,additive,0.08486151184610861
0.1,5.0,additive,0.08486222516998926
0.1,10.0,additive,0.08486905567865945
0.05,1.0,additive,0.08500895231206142
0.05,10.0,additive,0.08504361555430531
0.05,5.0,additive,0.08508556700509902
0.01,10.0,additive,0.0851760350287149
0.01,5.0,additive,0.08519423786840902
0.01,1.0,additive,0.08521297394809714
