changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19134986729077422
0.01,10.0,additive,0.19167827683425784
0.01,1.0,additive,0.19191605088079378
0.05,5.0,multiplicative,0.19981869160453092
0.01,10.0,multiplicative,0.20032383628548953
0.05,1.0,multiplicative,0.2004181113194668
0.05,5.0,additive,0.20042465955384117
0.01,5.0,multiplicative,0.20050220817226028
0.01,1.0,multiplicative,0.20067707704183557
0.05,1.0,additive,0.20096004897287734
0.05,10.0,multiplicative,0.20134660831560142
0.05,10.0,additive,0.20157701933052777
0.1,10.0,additive,0.20862591315404727
0.1,5.0,additive,0.20907585626983718
0.1,10.0,multiplicative,0.20947650505073392
0.1,5.0,multiplicative,0.21019836995825067
0.1,1.0,multiplicative,0.21028583738475745
0.1,1.0,additive,0.2122321997463414
