changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.10718899415816689
0.01,1.0,multiplicative,0.10724393428064023
0.01,5.0,multiplicative,0.10729542861734584
0.01,5.0,additive,0.10755050724805955
0.01,10.0,additive,0.10757876370618168
0.01,1.0,additive,0.1075812918291658
0.05,10.0,multiplicative,0.10812239474063462
0.05,1.0,additive,0.10840382094820891
0.05,5.0,additive,0.10848985529840126
0.05,10.0,additive,0.10876536049953806
0.05,1.0,multiplicative,0.10907598245335075
0.05,5.0,multiplicative,0.10924879958876661
0.1,10.0,multiplicative,0.10933668997855307
0.1,1.0,multiplicative,0.10947301005426298
0.1,5.0,multiplicative,0.10969433568208821
0.1,1.0,additive,0.11012062227212813
0.1,5.0,additive,0.1102664509951969
0.1,10.0,additive,0.11031470552225685
