changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.14588287038676664
0.01,5.0,multiplicative,0.14606195289189608
0.05,5.0,multiplicative,0.14621676417751997
0.01,1.0,multiplicative,0.1462168690723951
0.01,10.0,multiplicative,0.14630597078137766
0.05,10.0,multiplicative,0.14725863536163966
0.01,10.0,additive,0.14963120778141925
0.01,1.0,additive,0.14979332683839142
0.01,5.0,additive,0.1498014406305312
0.05,5.0,additive,0.15343032712744234
0.05,10.0,additive,0.15348231945710014
0.05,1.0,additive,0.15356160816416262
0.1,1.0,multiplicative,0.15824307160850676
0.1,5.0,multiplicative,0.15984226897645515
0.1,10.0,multiplicative,0.16033995512436425
0.1,5.0,additive,0.1715785393393913
0.1,10.0,additive,0.1757271650489462
0.1,1.0,additive,0.18790405440742863
