changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.1364163567004161
0.01,5.0,additive,0.13652337231152406
0.01,10.0,additive,0.13665503324573014
0.1,5.0,additive,0.1384058553393809
0.05,1.0,multiplicative,0.13849303910629368
0.1,1.0,additive,0.13853555095872785
0.1,10.0,additive,0.13865153772347222
0.05,5.0,multiplicative,0.1392058063793371
0.05,5.0,additive,0.13922673246391581
0.05,1.0,additive,0.13932386659470564
0.05,10.0,multiplicative,0.1393588071662053
0.1,5.0,multiplicative,0.1396067520283337
0.05,10.0,additive,0.13989926317115214
0.1,1.0,multiplicative,0.14223364381645198
0.1,10.0,multiplicative,0.14463377991450582
0.01,1.0,multiplicative,0.14609559804954683
0.01,10.0,multiplicative,0.14745006770636065
0.01,5.0,multiplicative,0.14749237006356722
