changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1916390270923908
0.01,10.0,additive,0.19176030619633838
0.01,1.0,additive,0.19201458276723132
0.01,10.0,multiplicative,0.1951751404635073
0.01,5.0,multiplicative,0.1953898401608333
0.01,1.0,multiplicative,0.1954575721437764
0.05,5.0,multiplicative,0.19677980289226724
0.05,10.0,additive,0.19699739323758234
0.05,5.0,additive,0.19699768202522097
0.05,1.0,multiplicative,0.197030508027708
0.05,10.0,multiplicative,0.19728339330308806
0.05,1.0,additive,0.19792525384187226
0.1,1.0,multiplicative,0.209598207885995
0.1,5.0,multiplicative,0.20975267725235078
0.1,10.0,multiplicative,0.21166591402783372
0.1,1.0,additive,0.21374775290347794
0.1,10.0,additive,0.21416541234202235
0.1,5.0,additive,0.21425782490728654
