changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.14230609936582642
0.05,1.0,multiplicative,0.14238272364004834
0.05,10.0,multiplicative,0.14238549080352592
0.01,10.0,multiplicative,0.14385976750713939
0.01,5.0,multiplicative,0.14399745638585917
0.01,1.0,multiplicative,0.1440390379911975
0.1,5.0,multiplicative,0.1474639011189567
0.1,1.0,multiplicative,0.14749736184633414
0.01,1.0,additive,0.14750392720902952
0.01,10.0,additive,0.14770772565672416
0.01,5.0,additive,0.14775046672279785
0.1,5.0,additive,0.14803520235057835
0.1,10.0,additive,0.14803790520199905
0.1,10.0,multiplicative,0.14900302119753653
0.05,5.0,additive,0.1494293111149524
0.05,10.0,additive,0.14966191166503648
0.05,1.0,additive,0.1496859937081147
0.1,1.0,additive,0.1816340635351554
