changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12922501235575679
0.05,1.0,multiplicative,0.13095432011103933
0.1,1.0,multiplicative,0.13667805439555808
0.1,10.0,multiplicative,0.14704750310168185
0.01,10.0,multiplicative,0.14738267991932383
0.01,5.0,multiplicative,0.14760358345943006
0.01,1.0,multiplicative,0.14815179849396545
0.1,5.0,multiplicative,0.15126879701654097
0.01,5.0,additive,0.15978566538019967
0.01,1.0,additive,0.16009847198215105
0.01,10.0,additive,0.16027908154106552
0.05,5.0,multiplicative,0.1641787453480083
0.05,1.0,additive,0.16835965901857539
0.05,10.0,additive,0.16944373116510245
0.05,5.0,additive,0.17003258405906255
0.1,5.0,additive,0.18227538320707556
0.1,1.0,additive,0.18331688034152138
0.1,10.0,additive,0.18397477085167654
