changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.1387439463378754
0.01,5.0,additive,0.1393499034588407
0.01,1.0,additive,0.13974698059275303
0.05,5.0,additive,0.1474608594907003
0.05,10.0,additive,0.14794650960690078
0.05,1.0,additive,0.14819387394822808
0.05,1.0,multiplicative,0.14965157638990426
0.05,10.0,multiplicative,0.15169642289182292
0.05,5.0,multiplicative,0.15277027075082644
0.01,10.0,multiplicative,0.15402747833877087
0.01,5.0,multiplicative,0.15473739703481973
0.01,1.0,multiplicative,0.15510904037528717
0.1,1.0,multiplicative,0.16420485371197968
0.1,5.0,additive,0.16563557240408858
0.1,10.0,multiplicative,0.16611462867627153
0.1,5.0,multiplicative,0.16885265180855122
0.1,10.0,additive,0.2032634003450406
0.1,1.0,additive,0.22767106985179933
