changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.17279530948078914
0.01,10.0,multiplicative,0.17281730056563258
0.01,1.0,multiplicative,0.17297777832750538
0.1,10.0,multiplicative,0.17388140667448754
0.1,5.0,multiplicative,0.1740009448091793
0.1,1.0,multiplicative,0.17421352505414003
0.05,10.0,additive,0.17475549263563692
0.05,1.0,additive,0.1747560387612408
0.05,5.0,additive,0.17475697461290832
0.01,10.0,additive,0.1747584434869871
0.01,5.0,additive,0.17476636913321847
0.01,1.0,additive,0.17477443411612123
0.1,1.0,additive,0.17479243582217732
0.1,10.0,additive,0.1747965234846035
0.1,5.0,additive,0.17479661295427096
0.05,5.0,multiplicative,0.17502102625852564
0.05,10.0,multiplicative,0.17520094857092092
0.05,1.0,multiplicative,0.17544335966990784
