changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,5.0,multiplicative,0.14280039053961813
0.1,10.0,multiplicative,0.14300892508506574
0.05,1.0,multiplicative,0.14590413575825065
0.05,5.0,multiplicative,0.14642639934774687
0.1,1.0,multiplicative,0.1465005038434152
0.05,10.0,multiplicative,0.14752981552075992
0.01,10.0,additive,0.14828985128747404
0.01,1.0,additive,0.1484215360548947
0.01,5.0,additive,0.1484676089380095
0.01,5.0,multiplicative,0.14962665769548952
0.01,10.0,multiplicative,0.14999530347050632
0.01,1.0,multiplicative,0.15016490664639093
0.1,5.0,additive,0.15116193503738676
0.1,10.0,additive,0.15118140745477743
0.05,5.0,additive,0.15120689107693844
0.05,10.0,additive,0.1512686767869794
0.05,1.0,additive,0.15135159946187485
0.1,1.0,additive,0.16640686430074003
