changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.1219867452785271
0.05,1.0,multiplicative,0.12329118022544017
0.1,1.0,multiplicative,0.12577212683824546
0.01,10.0,multiplicative,0.131468805690511
0.01,5.0,multiplicative,0.13181289722107084
0.01,1.0,multiplicative,0.13209928764437476
0.1,10.0,multiplicative,0.13261730568156707
0.1,5.0,multiplicative,0.13578590165068502
0.01,10.0,additive,0.14115971836486058
0.01,5.0,additive,0.14163183478960778
0.01,1.0,additive,0.14217864723573434
0.05,5.0,multiplicative,0.14350184361226315
0.05,1.0,additive,0.1468415508159083
0.05,10.0,additive,0.14764100806455902
0.05,5.0,additive,0.14789005295238392
0.1,5.0,additive,0.15659484758448663
0.1,1.0,additive,0.15724873795668753
0.1,10.0,additive,0.15746839640819313
