changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.11972623962235293
0.05,1.0,multiplicative,0.12097138745025565
0.1,1.0,multiplicative,0.12330674201145071
0.01,10.0,multiplicative,0.12918095438539723
0.01,5.0,multiplicative,0.12951768676160708
0.01,1.0,multiplicative,0.12969969926085653
0.1,10.0,multiplicative,0.12992359301108292
0.1,5.0,multiplicative,0.1329945131459942
0.01,10.0,additive,0.13849071953330486
0.01,5.0,additive,0.13894638453453043
0.01,1.0,additive,0.13947574874858398
0.05,5.0,multiplicative,0.14056456859550417
0.05,1.0,additive,0.14398327765425564
0.05,10.0,additive,0.14475633007165906
0.05,5.0,additive,0.1449967289058117
0.1,5.0,additive,0.1534936828627166
0.1,1.0,additive,0.15413758660737675
0.1,10.0,additive,0.1543460845190664
