changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.0849881865403848
0.05,5.0,multiplicative,0.0849915154870277
0.05,1.0,multiplicative,0.08499826880660634
0.1,1.0,multiplicative,0.08506805920168434
0.1,5.0,multiplicative,0.08507823016897352
0.1,10.0,multiplicative,0.08509672272633918
0.01,1.0,multiplicative,0.08529824847560225
0.01,5.0,multiplicative,0.08530236929234608
0.01,10.0,multiplicative,0.08532997768915658
0.1,10.0,additive,0.08685546909097049
0.1,5.0,additive,0.08693738412559518
0.1,1.0,additive,0.08693802331592064
0.05,10.0,additive,0.08710181595098504
0.05,1.0,additive,0.0871117693510773
0.05,5.0,additive,0.0871632865746985
0.01,10.0,additive,0.08759177251131141
0.01,5.0,additive,0.087700520734586
0.01,1.0,additive,0.08770207220386948
