changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.10744278187293964
0.01,1.0,multiplicative,0.10746823112488849
0.01,10.0,multiplicative,0.10766166403883788
0.05,5.0,multiplicative,0.10822737335742975
0.05,1.0,multiplicative,0.10824528004482499
0.05,10.0,multiplicative,0.1082490826125692
0.1,5.0,multiplicative,0.10853291350478562
0.1,10.0,multiplicative,0.10874866666971006
0.01,5.0,additive,0.1089031898388021
0.01,10.0,additive,0.10892123941730206
0.01,1.0,additive,0.10903114811539352
0.05,5.0,additive,0.10975368949652548
0.05,10.0,additive,0.10984744608267384
0.05,1.0,additive,0.10986338232555189
0.1,10.0,additive,0.11017632253298158
0.1,5.0,additive,0.11018524342017075
0.1,1.0,additive,0.11028826136145159
0.1,1.0,multiplicative,0.11531855299734592
