changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.1326383976851434
0.05,1.0,multiplicative,0.13306677833932537
0.1,1.0,multiplicative,0.1407681645143019
0.1,10.0,multiplicative,0.14781918259609744
0.01,10.0,multiplicative,0.1496693782395654
0.01,5.0,multiplicative,0.1500033707334365
0.01,1.0,multiplicative,0.15019326301463437
0.1,5.0,multiplicative,0.15042476301617733
0.05,5.0,multiplicative,0.1539647232252868
0.01,1.0,additive,0.15726877547720972
0.01,5.0,additive,0.1577137292188388
0.01,10.0,additive,0.15799533720013645
0.05,1.0,additive,0.16475311174847682
0.05,10.0,additive,0.16573551517848678
0.05,5.0,additive,0.16619660018280868
0.1,5.0,additive,0.18144639037568014
0.1,1.0,additive,0.18254311444259225
0.1,10.0,additive,0.18363227724577236
