changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.16221695204813058
0.01,10.0,multiplicative,0.16222181697529175
0.01,1.0,multiplicative,0.16224325737224687
0.01,5.0,additive,0.18172732256809182
0.01,10.0,additive,0.1821895218413186
0.01,1.0,additive,0.19043081799642292
0.05,5.0,multiplicative,0.19108217198355126
0.05,1.0,multiplicative,0.19120744409665438
0.05,10.0,multiplicative,0.19609293690601426
0.1,1.0,multiplicative,0.19812162226559066
0.1,10.0,multiplicative,0.2016749604437044
0.1,5.0,multiplicative,0.20369004718461742
0.05,1.0,additive,0.2249824548356001
0.05,10.0,additive,0.24662925574452493
0.05,5.0,additive,0.2498873295798981
0.1,1.0,additive,0.25485328731148843
0.1,5.0,additive,0.2812974245612132
0.1,10.0,additive,0.2944672227426732
