changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1907139270640307
0.01,10.0,additive,0.1909668668020198
0.01,1.0,additive,0.19118969392591895
0.05,5.0,additive,0.19843365685728223
0.05,1.0,additive,0.19891234970656385
0.05,10.0,additive,0.19943271826139383
0.05,5.0,multiplicative,0.1994712710322771
0.05,1.0,multiplicative,0.1999705993181191
0.05,10.0,multiplicative,0.20064508366719194
0.01,10.0,multiplicative,0.20087211720795903
0.01,5.0,multiplicative,0.20098242550172138
0.01,1.0,multiplicative,0.20112955061939275
0.1,10.0,additive,0.20548678403716997
0.1,10.0,multiplicative,0.2076015119621898
0.1,5.0,additive,0.20828177283636268
0.1,5.0,multiplicative,0.2082877513154086
0.1,1.0,multiplicative,0.208432579560085
0.1,1.0,additive,0.21562223502643538
