changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1868868054792901
0.01,10.0,additive,0.18823388704541463
0.01,1.0,additive,0.18877209798540404
0.05,5.0,multiplicative,0.1904230797402153
0.05,10.0,multiplicative,0.19053335010693018
0.05,1.0,multiplicative,0.19297258599573378
0.05,5.0,additive,0.2001979063904947
0.01,5.0,multiplicative,0.200909662852544
0.01,10.0,multiplicative,0.20101636236742285
0.01,1.0,multiplicative,0.20140546541363294
0.1,10.0,multiplicative,0.20151021348190037
0.05,1.0,additive,0.20202472855875658
0.1,1.0,multiplicative,0.20232088559660868
0.05,10.0,additive,0.20339017751765942
0.1,5.0,multiplicative,0.20379030037111526
0.1,10.0,additive,0.2122685527595848
0.1,5.0,additive,0.2129272859849486
0.1,1.0,additive,0.21740925517571374
