changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.10682152235565368
0.05,10.0,multiplicative,0.10687150220731623
0.05,1.0,multiplicative,0.10695853162199194
0.01,1.0,multiplicative,0.10720264068832812
0.01,5.0,multiplicative,0.10734154193902506
0.01,10.0,multiplicative,0.1073525337613446
0.01,10.0,additive,0.10815730866750785
0.01,5.0,additive,0.10816875024896067
0.01,1.0,additive,0.10819051804212867
0.05,1.0,additive,0.1084304273930212
0.1,1.0,multiplicative,0.10872077159739064
0.1,10.0,multiplicative,0.10890085686617657
0.05,5.0,additive,0.11029566350865937
0.05,10.0,additive,0.11081831504070959
0.1,5.0,multiplicative,0.11086968152748351
0.1,5.0,additive,0.11110336222070143
0.1,1.0,additive,0.11125855529676937
0.1,10.0,additive,0.11177562675816906
