changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08222189797285454
0.05,10.0,multiplicative,0.08301815821223038
0.05,1.0,multiplicative,0.08366109052789121
0.1,1.0,multiplicative,0.087853054785127
0.01,1.0,additive,0.09132577790264719
0.01,5.0,additive,0.09163342802657326
0.01,10.0,additive,0.09166733828074607
0.1,10.0,multiplicative,0.09230594311275693
0.1,5.0,multiplicative,0.09304359352130433
0.01,5.0,multiplicative,0.09469701443615829
0.01,10.0,multiplicative,0.0948673043084757
0.01,1.0,multiplicative,0.09501384332053177
0.05,10.0,additive,0.09558741449927396
0.05,5.0,additive,0.09590578116431174
0.05,1.0,additive,0.09591633489946919
0.1,10.0,additive,0.09696868205249834
0.1,5.0,additive,0.0970561424297161
0.1,1.0,additive,0.17771760057488908
