changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,5.0,additive,0.08561027617247724
0.1,10.0,additive,0.0856284119126286
0.1,1.0,additive,0.08572685726477854
0.05,10.0,additive,0.08581027782379638
0.05,5.0,additive,0.08581227438941899
0.05,1.0,additive,0.08582674287749963
0.05,10.0,multiplicative,0.08589739319727326
0.05,1.0,multiplicative,0.08590423992800805
0.05,5.0,multiplicative,0.0859249776805427
0.1,10.0,multiplicative,0.08602305117314574
0.1,1.0,multiplicative,0.08606799964474222
0.1,5.0,multiplicative,0.08608975428933525
0.01,1.0,multiplicative,0.08622906295687373
0.01,10.0,multiplicative,0.08623610655539317
0.01,5.0,multiplicative,0.08623885686941617
0.01,5.0,additive,0.08661921674255746
0.01,1.0,additive,0.08663586602410397
0.01,10.0,additive,0.08664664626729171
