changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08355230281094031
0.05,1.0,multiplicative,0.08356279605624128
0.05,10.0,multiplicative,0.08357065719213122
0.01,10.0,multiplicative,0.08391394760001755
0.01,1.0,multiplicative,0.08392645421078787
0.01,5.0,multiplicative,0.08393831929345456
0.1,1.0,multiplicative,0.08394832710530807
0.1,10.0,additive,0.08395643830153682
0.1,10.0,multiplicative,0.083956562796322
0.1,1.0,additive,0.08395888303332966
0.1,5.0,additive,0.08396559016674524
0.1,5.0,multiplicative,0.08396877362162321
0.05,5.0,additive,0.0840374001092569
0.05,10.0,additive,0.08404313444399769
0.05,1.0,additive,0.08405453580863417
0.01,1.0,additive,0.08453384419200441
0.01,10.0,additive,0.08454826271360681
0.01,5.0,additive,0.08458906856201656
