changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,multiplicative,0.1076574082460707
0.01,1.0,multiplicative,0.10768150588729572
0.01,10.0,multiplicative,0.10786590192609248
0.05,5.0,multiplicative,0.10840561553199085
0.05,1.0,multiplicative,0.10842203120879311
0.05,10.0,multiplicative,0.10842580210695864
0.1,5.0,multiplicative,0.10870353593726925
0.1,10.0,multiplicative,0.10890895860890876
0.01,5.0,additive,0.10905127284180952
0.01,10.0,additive,0.10906584481079201
0.01,1.0,additive,0.10916967892279546
0.05,5.0,additive,0.10985508481221766
0.05,10.0,additive,0.10994449461137402
0.05,1.0,additive,0.10995976571335506
0.1,10.0,additive,0.11026518646224559
0.1,5.0,additive,0.11027236073043424
0.1,1.0,additive,0.11036951571139711
0.1,1.0,multiplicative,0.1151782985195769
