changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19147023133853555
0.01,10.0,additive,0.19178290426627542
0.01,1.0,additive,0.19200746281494344
0.05,5.0,additive,0.20004744397416613
0.05,1.0,additive,0.20055551369942776
0.05,5.0,multiplicative,0.20092459835881343
0.05,10.0,additive,0.2011445610184129
0.05,1.0,multiplicative,0.2014981628156915
0.05,10.0,multiplicative,0.20221270844868303
0.01,10.0,multiplicative,0.20270826973499664
0.01,5.0,multiplicative,0.20286647028838994
0.01,1.0,multiplicative,0.20301908028306948
0.1,10.0,additive,0.20783121053161124
0.1,5.0,additive,0.2082599955381311
0.1,10.0,multiplicative,0.20975062835539673
0.1,5.0,multiplicative,0.21050883385289834
0.1,1.0,multiplicative,0.21066021909359928
0.1,1.0,additive,0.21478414697996037
