changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.1,5.0,multiplicative,0.13373717160000695
0.1,10.0,multiplicative,0.13469787740371808
0.05,1.0,multiplicative,0.13890764335669215
0.05,5.0,multiplicative,0.13951736147894114
0.1,1.0,multiplicative,0.13969783833030933
0.01,10.0,additive,0.14069496329884001
0.01,1.0,additive,0.14087768028343964
0.05,10.0,multiplicative,0.14091216322740627
0.01,5.0,additive,0.14096475196284008
0.01,5.0,multiplicative,0.14107807642160589
0.01,10.0,multiplicative,0.14161030003658015
0.01,1.0,multiplicative,0.1419209712002174
0.1,10.0,additive,0.14533837040886066
0.1,5.0,additive,0.14537613847177422
0.05,5.0,additive,0.1454006285849544
0.05,10.0,additive,0.14545011201847324
0.05,1.0,additive,0.14557193341803026
0.1,1.0,additive,0.16594172129402748
