changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.08196204824337355
0.05,1.0,multiplicative,0.08197286483778668
0.05,5.0,multiplicative,0.08199504696368964
0.1,10.0,multiplicative,0.08215922392396384
0.01,10.0,multiplicative,0.08221840842059057
0.1,1.0,multiplicative,0.08221928676502731
0.01,1.0,multiplicative,0.08222256409678333
0.01,5.0,multiplicative,0.08223016494304426
0.1,5.0,multiplicative,0.08224075934948999
0.1,5.0,additive,0.08243430031561041
0.1,10.0,additive,0.08245342758169698
0.1,1.0,additive,0.08256346087819
0.05,5.0,additive,0.0826303551278899
0.05,10.0,additive,0.0826357005270135
0.05,1.0,additive,0.08265384853310793
0.01,5.0,additive,0.08359661860836717
0.01,1.0,additive,0.08360676241530458
0.01,10.0,additive,0.0836278140954429
