changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08201776936621082
0.05,1.0,multiplicative,0.08202741671860457
0.05,10.0,multiplicative,0.08202911113519955
0.1,1.0,multiplicative,0.08215079653948129
0.1,5.0,multiplicative,0.08217173618960963
0.1,10.0,multiplicative,0.08219073909243428
0.01,1.0,multiplicative,0.08231276752637083
0.01,5.0,multiplicative,0.08232526834572601
0.01,10.0,multiplicative,0.08234948384202108
0.1,10.0,additive,0.08497948480987513
0.1,1.0,additive,0.08508283717439995
0.1,5.0,additive,0.08509675676165335
0.05,10.0,additive,0.08524717916630224
0.05,1.0,additive,0.08526466243750012
0.05,5.0,additive,0.08532666374937281
0.01,10.0,additive,0.08583701182134731
0.01,1.0,additive,0.08596444418260589
0.01,5.0,additive,0.08596898602077749
