changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08409598092418867
0.05,1.0,multiplicative,0.08410279918381089
0.05,10.0,multiplicative,0.08412079901473302
0.01,5.0,multiplicative,0.0841694918359445
0.01,10.0,multiplicative,0.08419594676580161
0.01,1.0,multiplicative,0.08420344711037041
0.1,5.0,multiplicative,0.08445521083622401
0.1,10.0,multiplicative,0.08449082759744873
0.1,1.0,multiplicative,0.08452244828155274
0.1,5.0,additive,0.08639658293329112
0.1,1.0,additive,0.08640748700777681
0.05,10.0,additive,0.08640894542367655
0.1,10.0,additive,0.0864324412483559
0.05,5.0,additive,0.08647776260275712
0.05,1.0,additive,0.08648066863767849
0.01,10.0,additive,0.08661733814815471
0.01,1.0,additive,0.08664712098604758
0.01,5.0,additive,0.08665676407327634
