changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.17125333951403662
0.01,1.0,additive,0.17127298703896032
0.01,5.0,additive,0.17178467292689845
0.1,5.0,additive,0.1754369068210168
0.1,1.0,additive,0.1754438184179066
0.1,10.0,multiplicative,0.1754663622118209
0.05,5.0,additive,0.1754819034596217
0.1,10.0,additive,0.17552231109895675
0.1,1.0,multiplicative,0.17557554967476838
0.05,1.0,additive,0.17561288337253173
0.1,5.0,multiplicative,0.17566333370084675
0.05,10.0,additive,0.1758224394480917
0.05,5.0,multiplicative,0.1772839072559944
0.05,10.0,multiplicative,0.17736461681000928
0.05,1.0,multiplicative,0.17773795098125347
0.01,5.0,multiplicative,0.18074439097784856
0.01,1.0,multiplicative,0.18155135658931507
0.01,10.0,multiplicative,0.18183686260120274
