changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.1016789797136073
0.05,1.0,multiplicative,0.10238101536637818
0.05,10.0,multiplicative,0.10247488329903914
0.01,1.0,additive,0.12485685366554747
0.01,5.0,additive,0.12672257091548764
0.01,10.0,additive,0.1282872351812188
0.1,10.0,multiplicative,0.1293264924471068
0.1,1.0,multiplicative,0.13101560862124548
0.05,5.0,additive,0.13469668093419918
0.05,1.0,additive,0.13472014736973115
0.1,5.0,multiplicative,0.13711366324044968
0.05,10.0,additive,0.13867281005427004
0.01,10.0,multiplicative,0.14843837413893182
0.01,1.0,multiplicative,0.14855585703466923
0.01,5.0,multiplicative,0.14933668911251927
0.1,5.0,additive,0.19802294795776584
0.1,1.0,additive,0.203406504800425
0.1,10.0,additive,0.20731449010372743
