changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,additive,0.176015925269452
0.01,5.0,additive,0.1762382962012423
0.01,10.0,additive,0.17655233916238755
0.05,10.0,multiplicative,0.1773529801559769
0.05,5.0,multiplicative,0.17908418062087636
0.05,1.0,multiplicative,0.17948969574582258
0.1,1.0,multiplicative,0.18029620848264966
0.1,10.0,multiplicative,0.18041201889658887
0.1,5.0,multiplicative,0.18061835673240306
0.1,1.0,additive,0.1822119641508181
0.1,5.0,additive,0.18288792553123967
0.01,10.0,multiplicative,0.18333943154250104
0.1,10.0,additive,0.1833394824807153
0.01,5.0,multiplicative,0.1837482905546741
0.05,5.0,additive,0.18431463255575758
0.01,1.0,multiplicative,0.18568722006269264
0.05,1.0,additive,0.18626684013369457
0.05,10.0,additive,0.18657086230970768
