changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,multiplicative,0.10656458756512777
0.01,10.0,multiplicative,0.10664991521509477
0.01,5.0,multiplicative,0.10669052381447058
0.01,10.0,additive,0.10670368388118963
0.01,5.0,additive,0.10705404977296855
0.01,1.0,additive,0.1070673071797979
0.05,1.0,multiplicative,0.10710860523672833
0.05,5.0,additive,0.10719285855743785
0.05,10.0,additive,0.10721192034843027
0.05,5.0,multiplicative,0.10739665286282579
0.05,10.0,multiplicative,0.1075105729775155
0.05,1.0,additive,0.11705573918699524
0.1,1.0,multiplicative,0.12325075395981651
0.1,10.0,additive,0.1239639230377048
0.1,5.0,multiplicative,0.12625350886643524
0.1,1.0,additive,0.1287004094728454
0.1,10.0,multiplicative,0.13725139978118123
0.1,5.0,additive,0.17362533738433414
