changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.18081222792356003
0.01,1.0,additive,0.18108828272198266
0.01,10.0,additive,0.18131416753971294
0.05,5.0,multiplicative,0.18690280017090527
0.05,10.0,multiplicative,0.18698343258407443
0.05,1.0,multiplicative,0.18716007725587014
0.1,5.0,multiplicative,0.1872228878716579
0.1,1.0,multiplicative,0.1873901215776927
0.1,10.0,multiplicative,0.18759678869729704
0.05,10.0,additive,0.1883468875734738
0.01,5.0,multiplicative,0.19363520445109064
0.01,10.0,multiplicative,0.19367539711057694
0.01,1.0,multiplicative,0.19381934405754325
0.05,5.0,additive,0.19678501997917813
0.1,5.0,additive,0.19870173733974486
0.1,1.0,additive,0.19938358168179326
0.1,10.0,additive,0.19945104939912867
0.05,1.0,additive,0.19946700749122068
