changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.18015802202041545
0.01,1.0,additive,0.18020355971904067
0.01,5.0,additive,0.1804056106076698
0.05,1.0,multiplicative,0.18335943658774037
0.01,5.0,multiplicative,0.18336703282047861
0.01,1.0,multiplicative,0.1834131084341078
0.01,10.0,multiplicative,0.18341375302691348
0.05,10.0,multiplicative,0.1835740860484977
0.05,5.0,multiplicative,0.1837703212454254
0.05,1.0,additive,0.18459192647444134
0.1,10.0,multiplicative,0.18496935718473725
0.1,5.0,multiplicative,0.18511988803007962
0.1,1.0,multiplicative,0.18527154113034097
0.1,1.0,additive,0.1855138934230197
0.1,5.0,additive,0.18602345154275923
0.1,10.0,additive,0.18615425877511507
0.05,5.0,additive,0.1862484680015931
0.05,10.0,additive,0.18641636208090695
