changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.18851817118168496
0.01,10.0,additive,0.1886559066651461
0.01,1.0,additive,0.18894650296055468
0.1,5.0,multiplicative,0.1928147175653988
0.1,10.0,multiplicative,0.19288952106436857
0.05,5.0,multiplicative,0.1933372235237143
0.1,1.0,multiplicative,0.19336964812163732
0.05,10.0,multiplicative,0.1935535176883238
0.05,1.0,multiplicative,0.1946025750940398
0.05,10.0,additive,0.1956592105972936
0.01,5.0,multiplicative,0.1971108109288456
0.01,10.0,multiplicative,0.1975096234421367
0.01,1.0,multiplicative,0.1977539943622832
0.05,5.0,additive,0.20151093919735383
0.1,5.0,additive,0.20328636263222094
0.1,10.0,additive,0.20372640509599446
0.1,1.0,additive,0.2042513426991825
0.05,1.0,additive,0.20437663215612362
