changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,multiplicative,0.1810716921831165
0.01,5.0,multiplicative,0.18109889313864633
0.01,1.0,multiplicative,0.18123402492588733
0.01,5.0,additive,0.182638300415783
0.01,10.0,additive,0.18279292530034721
0.01,1.0,additive,0.18479634124422378
0.05,5.0,multiplicative,0.1888355476214391
0.05,1.0,multiplicative,0.18903871562375496
0.05,10.0,multiplicative,0.1902090600043607
0.05,1.0,additive,0.19881809202264336
0.1,1.0,multiplicative,0.19935027208799552
0.1,10.0,multiplicative,0.2012195484802903
0.1,5.0,multiplicative,0.2013261442366468
0.05,10.0,additive,0.20556181669138177
0.05,5.0,additive,0.2060975511064844
0.1,5.0,additive,0.21604645666005942
0.1,1.0,additive,0.22257093550530813
0.1,10.0,additive,0.22701348091924944
