changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.08154509336939221
0.05,1.0,multiplicative,0.08155130958664361
0.05,10.0,multiplicative,0.08156940460154137
0.01,5.0,multiplicative,0.08160317056647834
0.01,10.0,multiplicative,0.08162021662994108
0.01,1.0,multiplicative,0.0816380822685133
0.1,5.0,multiplicative,0.0819710074670394
0.1,10.0,multiplicative,0.08201342290657769
0.1,1.0,multiplicative,0.08204801217399314
0.05,10.0,additive,0.08446197548751258
0.1,5.0,additive,0.08450490734754772
0.1,1.0,additive,0.08450994783991181
0.05,1.0,additive,0.08453726461679728
0.05,5.0,additive,0.08453838895978551
0.1,10.0,additive,0.08454071364892056
0.01,10.0,additive,0.0847479235794794
0.01,1.0,additive,0.08477400721616285
0.01,5.0,additive,0.08477790837136538
