changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,1.0,multiplicative,0.17017007499502726
0.01,10.0,multiplicative,0.17161015355714643
0.01,10.0,additive,0.171739419837895
0.01,5.0,additive,0.1717499370541079
0.01,1.0,additive,0.17177007558449814
0.01,5.0,multiplicative,0.1742842613619945
0.1,5.0,multiplicative,0.17502836778445052
0.1,10.0,multiplicative,0.17510663506866694
0.1,1.0,multiplicative,0.1751626509603643
0.05,5.0,additive,0.17587516297933875
0.05,10.0,additive,0.17637263841045142
0.05,1.0,multiplicative,0.17659125363108225
0.05,1.0,additive,0.17714658866118027
0.05,5.0,multiplicative,0.17739004698115907
0.05,10.0,multiplicative,0.17774518026286515
0.1,5.0,additive,0.18358787102499424
0.1,10.0,additive,0.18476737713664365
0.1,1.0,additive,0.2351682605684578
