changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.1920067741003013
0.01,10.0,additive,0.1923050122157774
0.01,1.0,additive,0.19251658767425342
0.05,5.0,additive,0.200137106610849
0.05,1.0,additive,0.20062065106389548
0.05,10.0,additive,0.20118146584374308
0.05,5.0,multiplicative,0.20227171606433725
0.05,1.0,multiplicative,0.20283258260876616
0.05,10.0,multiplicative,0.20336218268974038
0.01,10.0,multiplicative,0.20509217981367275
0.01,5.0,multiplicative,0.20523132571235939
0.01,1.0,multiplicative,0.20536559196148535
0.1,10.0,additive,0.20755879516582623
0.1,5.0,additive,0.20796721948751054
0.1,10.0,multiplicative,0.21042761795110834
0.1,5.0,multiplicative,0.2112144797300533
0.1,1.0,multiplicative,0.21141633904491092
0.1,1.0,additive,0.22086438215201165
