changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.1298411817447416
0.05,1.0,multiplicative,0.13022386723124
0.1,1.0,multiplicative,0.13799215841866702
0.1,10.0,multiplicative,0.14614021482926912
0.01,10.0,multiplicative,0.14709513044320138
0.01,5.0,multiplicative,0.14738115563246398
0.01,1.0,multiplicative,0.1475992985866318
0.1,5.0,multiplicative,0.14958070065718093
0.05,5.0,multiplicative,0.15546727940093882
0.01,1.0,additive,0.15592223881941913
0.01,5.0,additive,0.15633200859875013
0.01,10.0,additive,0.15658563383267765
0.05,1.0,additive,0.1645060357023539
0.05,10.0,additive,0.1653975162531876
0.05,5.0,additive,0.16574908382473505
0.1,5.0,additive,0.18011934051416698
0.1,1.0,additive,0.18087770514162244
0.1,10.0,additive,0.18216522487062634
