changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08440612749417199
0.05,10.0,multiplicative,0.08444796862263045
0.05,5.0,multiplicative,0.08447981869807866
0.01,10.0,multiplicative,0.08463999913046248
0.01,1.0,multiplicative,0.08466174973372319
0.01,5.0,multiplicative,0.0846791056471394
0.1,10.0,multiplicative,0.08473200064300936
0.1,1.0,multiplicative,0.08475289649286123
0.1,5.0,multiplicative,0.08480494844220875
0.1,1.0,additive,0.08569226425505931
0.1,5.0,additive,0.08569981242027605
0.1,10.0,additive,0.08572176431597377
0.05,5.0,additive,0.08592909435435962
0.05,1.0,additive,0.08601017563085803
0.05,10.0,additive,0.08609650771743904
0.01,1.0,additive,0.08653151722645051
0.01,10.0,additive,0.08672896971296047
0.01,5.0,additive,0.0867843246150939
