changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,5.0,additive,0.19134554528723746
0.01,10.0,additive,0.19147828731751745
0.01,1.0,additive,0.19157028504162674
0.01,10.0,multiplicative,0.19476539339521345
0.01,5.0,multiplicative,0.19484020737200458
0.01,1.0,multiplicative,0.19503643553883385
0.05,10.0,multiplicative,0.1984643249767
0.05,1.0,multiplicative,0.19981001707496138
0.05,5.0,multiplicative,0.20078672296522454
0.05,1.0,additive,0.20808888376589385
0.05,5.0,additive,0.2092149156113441
0.05,10.0,additive,0.21307164426753059
0.1,5.0,additive,0.22201468270787175
0.1,10.0,additive,0.22244245979757826
0.1,1.0,multiplicative,0.22551140073420864
0.1,1.0,additive,0.22940582853567534
0.1,5.0,multiplicative,0.2300360281836785
0.1,10.0,multiplicative,0.23013955217574802
