changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,additive,0.14285583500711174
0.05,10.0,additive,0.14296964044047378
0.01,10.0,additive,0.1439546127689813
0.01,5.0,additive,0.14495712865798543
0.05,1.0,additive,0.14691477476355327
0.01,1.0,multiplicative,0.14697287651820545
0.01,1.0,additive,0.147104951883884
0.01,5.0,multiplicative,0.14740078953805097
0.01,10.0,multiplicative,0.14758440185654775
0.05,1.0,multiplicative,0.14923772317935263
0.05,10.0,multiplicative,0.15338337852882578
0.05,5.0,multiplicative,0.1594461847343419
0.1,1.0,multiplicative,0.15979610189984836
0.1,5.0,multiplicative,0.16384520205143455
0.1,10.0,multiplicative,0.16533417340868783
0.1,5.0,additive,0.16664246857115206
0.1,10.0,additive,0.2780352077825071
0.1,1.0,additive,0.3400652291631665
