changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.01,10.0,additive,0.17737448524416552
0.01,1.0,additive,0.17738583128696467
0.01,5.0,additive,0.1774053619195037
0.01,1.0,multiplicative,0.18168300939649426
0.01,10.0,multiplicative,0.18227319117741744
0.05,10.0,additive,0.18273609554278797
0.05,1.0,multiplicative,0.18275349456881523
0.01,5.0,multiplicative,0.18324519890277066
0.05,5.0,multiplicative,0.1839345459142378
0.05,1.0,additive,0.18440831166535332
0.05,10.0,multiplicative,0.18461205815658513
0.05,5.0,additive,0.18485015774325814
0.1,5.0,multiplicative,0.18486860234928087
0.1,10.0,multiplicative,0.18507208045772314
0.1,1.0,multiplicative,0.1850995327029867
0.1,5.0,additive,0.18955818952688647
0.1,10.0,additive,0.18964050226255416
0.1,1.0,additive,0.2103517097029079
