state,Q_action_0,Q_action_1,best_action
0,9.053583900316875,6.167972376657999,Q_action_0
1,0.007319939418114051,0.005986584841970366,Q_action_0
2,0.0015601864044243652,0.0015599452033620265,Q_action_0
3,0.0005808361216819946,0.008661761457749353,Q_action_1
4,0.006011150117432088,0.007080725777960455,Q_action_1
5,9.005779376082497,5.829178427502114,Q_action_0
6,8.40657757411007,5.390676784707556,Q_action_0
7,8.362344124261828,5.360748993581467,Q_action_0
8,0.0030424224295953774,0.005247564316322379,Q_action_1
9,0.004319450186421158,0.002912291401980419,Q_action_0
10,9.000647334405643,6.85312900602343,Q_action_0
11,0.0029214464853521815,0.003663618432936917,Q_action_1
12,0.004560699842170359,0.007851759613930136,Q_action_1
13,0.0019967378215835973,0.005142344384136116,Q_action_1
14,0.005924145688620425,0.00046450412719997725,Q_action_0
15,7.6399367882107105,8.103994059802798,Q_action_1
16,0.0006505159298527952,0.009488855372533333,Q_action_1
17,0.009656320330745594,0.008083973481164611,Q_action_0
18,0.0030461376917337067,0.0009767211400638386,Q_action_0
19,0.006842330265121569,0.004401524937396013,Q_action_0
20,6.897060674844992,7.3027034199124765,Q_action_1
21,0.00034388521115218395,0.009093204020787822,Q_action_1
22,0.0025877998160001693,0.00662522284353982,Q_action_1
23,0.0031171107608941096,0.005200680211778108,Q_action_1
24,0.005467102793432797,0.0018485445552552705,Q_action_0
25,0.009695846277645586,0.007751328233611146,Q_action_0
26,0.009394989415641892,0.008948273504276488,Q_action_0
27,0.005978999788110851,0.009218742350231169,Q_action_1
28,0.000884925020519195,0.001959828624191452,Q_action_1
29,0.00045227288910538066,0.0032533033076326437,Q_action_1
30,8.317104492001974,5.378886700067833,Q_action_0
31,8.284369247764829,5.301723217705351,Q_action_0
32,8.18148228058581,5.227316206162898,Q_action_0
33,8.178930924681357,5.136413109996254,Q_action_0
34,8.158991570812203,5.167904737732037,Q_action_0
35,0.007722447692966574,0.001987156815341724,Q_action_0
36,5.5221171236023996e-05,0.008154614284548342,Q_action_1
37,0.007068573438476171,0.007290071680409873,Q_action_1
38,0.007712703466859458,0.0007404465173409036,Q_action_0
39,0.003584657285442726,0.0011586905952512972,Q_action_0
40,5.384809532351786,7.387035970739342,Q_action_1
41,0.003308980248526492,0.0006355835028602363,Q_action_0
42,0.003109823217156622,0.0032518332202674705,Q_action_1
43,0.007296061783380641,0.006375574713552132,Q_action_0
44,0.008872127425763265,0.004722149251619493,Q_action_0
45,6.463089313536702,7.052544014071644,Q_action_1
46,5.59029306131331,7.475234913497676,Q_action_1
47,0.00770967179954561,0.004937955963643908,Q_action_0
48,0.0052273282938199404,0.004275410183585496,Q_action_0
49,0.0002541912674409519,0.0010789142699330445,Q_action_1
50,0.0003142918568673425,0.006364104112637804,Q_action_1
51,0.0031435598107632666,0.005085706911647028,Q_action_1
52,7.8844872159890595,4.8842110772293905,Q_action_0
53,7.784662916363635,4.7837431020223935,Q_action_0
54,0.0022879816549162247,0.0007697990982879299,Q_action_0
55,0.00289751452913768,0.0016122128725400441,Q_action_0
56,8.034541586936083,5.022289279365187,Q_action_0
57,8.039198245428507,5.100921421912208,Q_action_0
58,7.981029797542526,4.955002895063254,Q_action_0
59,7.9938245782286845,4.967427039401706,Q_action_0
60,0.008074401551640626,0.008960912999234932,Q_action_1
61,0.0031800347497186387,0.0011005192452767675,Q_action_0
62,0.002279351625419417,0.004271077886262563,Q_action_1
63,0.008180147659224932,0.008607305832563434,Q_action_1
64,6.952130531190704e-05,0.005107473025775657,Q_action_1
65,5.723208497188532,7.081324513089195,Q_action_1
66,6.606797198806398,6.403851524115508,Q_action_0
