changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08320853975234717
0.05,10.0,multiplicative,0.08324530050652504
0.05,5.0,multiplicative,0.08327823051462727
0.01,10.0,multiplicative,0.08347470741165706
0.01,1.0,multiplicative,0.08349258326270455
0.01,5.0,multiplicative,0.08350960562239426
0.1,10.0,multiplicative,0.08352602250778941
0.1,1.0,multiplicative,0.08354483332736656
0.1,5.0,multiplicative,0.08359535717139631
0.1,1.0,additive,0.08455774612944002
0.1,5.0,additive,0.08456308879366303
0.1,10.0,additive,0.0845806465110227
0.05,5.0,additive,0.08476470993166847
0.05,1.0,additive,0.08484484526443187
0.05,10.0,additive,0.08492545542630975
0.01,1.0,additive,0.08540022934340169
0.01,10.0,additive,0.08559695070178795
0.01,5.0,additive,0.08564040532738873
