changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.12978759085832467
0.05,1.0,multiplicative,0.13036064958508456
0.1,1.0,multiplicative,0.13777321340630416
0.1,10.0,multiplicative,0.1442802259931338
0.01,10.0,multiplicative,0.14544162105091513
0.01,5.0,multiplicative,0.14580034726160687
0.01,1.0,multiplicative,0.14589928978434366
0.1,5.0,multiplicative,0.14749791317282337
0.05,5.0,multiplicative,0.14937415910704707
0.01,1.0,additive,0.1526958127743464
0.01,5.0,additive,0.1531726365574694
0.01,10.0,additive,0.15347202713912458
0.05,1.0,additive,0.15963383388551608
0.05,10.0,additive,0.1605433241388959
0.05,5.0,additive,0.16097124724399994
0.1,5.0,additive,0.17580872313657495
0.1,1.0,additive,0.17692250535900791
0.1,10.0,additive,0.1780610166336463
