changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,10.0,multiplicative,0.13161430734772864
0.05,1.0,multiplicative,0.13191982746145856
0.1,1.0,multiplicative,0.14129511075935278
0.1,10.0,multiplicative,0.153260043925791
0.01,10.0,multiplicative,0.15452770250278772
0.01,5.0,multiplicative,0.1550103394467124
0.01,1.0,multiplicative,0.15528757430404896
0.1,5.0,multiplicative,0.15756477775614974
0.01,5.0,additive,0.16877214073028013
0.01,1.0,additive,0.16879467750776447
0.01,10.0,additive,0.16888230467082183
0.05,1.0,additive,0.17543997487028135
0.05,5.0,multiplicative,0.175455815911427
0.05,10.0,additive,0.17634980147565474
0.05,5.0,additive,0.1768394743460474
0.1,5.0,additive,0.189948256103461
0.1,1.0,additive,0.19078548082241026
0.1,10.0,additive,0.1917513346378795
