changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,5.0,multiplicative,0.10733426204706102
0.05,10.0,multiplicative,0.10739030749394043
0.05,1.0,multiplicative,0.10748608179727157
0.01,1.0,multiplicative,0.10777544623869907
0.01,5.0,multiplicative,0.10792207802984773
0.01,10.0,multiplicative,0.10793932242597222
0.01,10.0,additive,0.10880763059071384
0.01,5.0,additive,0.10882046339453504
0.01,1.0,additive,0.10884988799437625
0.05,1.0,additive,0.10909165208281606
0.1,1.0,multiplicative,0.10944328886671412
0.1,10.0,multiplicative,0.10964019246426596
0.05,5.0,additive,0.11114989322957196
0.05,10.0,additive,0.11172642440705875
0.1,5.0,multiplicative,0.1118114829479517
0.1,5.0,additive,0.1120387310968866
0.1,1.0,additive,0.11220371316544427
0.1,10.0,additive,0.11277423558198238
