changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,rmse
0.05,1.0,multiplicative,0.08433172288909385
0.05,5.0,multiplicative,0.08433210340029038
0.05,10.0,multiplicative,0.08435883250381207
0.01,5.0,multiplicative,0.08436502895673574
0.01,10.0,multiplicative,0.08437978204159184
0.01,1.0,multiplicative,0.08440759996820134
0.1,5.0,multiplicative,0.08479228199987529
0.1,10.0,multiplicative,0.0848394041270505
0.1,1.0,multiplicative,0.08487814743593092
0.05,10.0,additive,0.08741682267184905
0.1,5.0,additive,0.0874303232152245
0.1,1.0,additive,0.08743708680502978
0.1,10.0,additive,0.08746762501833201
0.05,1.0,additive,0.0875033810691094
0.05,5.0,additive,0.08750459381817635
0.01,10.0,additive,0.08772579664660621
0.01,1.0,additive,0.08775538960489195
0.01,5.0,additive,0.08776200093694549
